"null","2920","8","the logic of statement","some specific syntax like you can only use .equals compare the string","2015-09-18 14:50:40"
"87336","45011","3",,,"2015-09-18 14:50:41"
"6515","83991","9","ternary","the dice problem in the back side of the paper.","2015-09-18 14:50:41"
"30926","68219","7","If statements","Nothing of note","2015-09-18 14:50:41"
"null","69794","9","Ternary Operators, if else statements",,"2015-09-18 14:50:41"
"68165","15608","10","Ternary operator, conditionals, loops",,"2015-09-18 14:50:42"
"6203","34594","4","everything",,"2015-09-18 14:50:43"
"92902","18862","5","if condition, boolean expressions",,"2015-09-18 14:50:43"
"52924","95940","9","Ternary Operators","tolowercase","2015-09-18 14:50:44"
"55964","20900","9",,,"2015-09-18 14:50:44"
"76275","78869","8","boolean statements",,"2015-09-18 14:50:48"
"59988","26763","10","Ternary and finding syntax errors","none","2015-09-18 14:50:49"
"89407","49137","10",,,"2015-09-18 14:50:49"
"45011","87336","7",,,"2015-09-18 14:50:52"
"25448","27067","9","Ternary Operator, if statements",,"2015-09-18 14:50:52"
"16400","74986","7","boolean code","blocks","2015-09-18 14:50:54"
"95686","25887","10",,,"2015-09-18 14:50:56"
"56618","11554","9","loop","ternary operator","2015-09-18 14:50:57"
"85054","1888","8","loops","syntax","2015-09-18 14:51:02"
"68219","30926","10","if/else, ternary operator, code analysis",,"2015-09-18 14:51:03"
"49957","2933","10",,,"2015-09-18 14:51:10"
"51998","17699","8",,,"2015-09-18 14:51:10"
"20900","55964","7",,,"2015-09-18 14:51:14"
"4339","36290","10","debug","tenary operator","2015-09-18 14:51:15"
"26763","59988","10","Realizing what code is doing.","none","2015-09-18 14:51:23"
"15937","59288","5",,,"2015-09-18 14:51:24"
"72792","81188","5",,,"2015-09-18 14:51:28"
"78869","76275","10","booleans",,"2015-09-18 14:51:29"
"34594","6203","9","bounds now","string commands","2015-09-18 14:51:37"
"59288","15937","10",,,"2015-09-18 14:51:37"
"4481","58904","10",,,"2015-09-18 14:51:50"
"85357","53087","10","while and for loops","I was confused about turnary operators but I understand them now","2015-09-18 14:51:56"
"19249","37198","10",,,"2015-09-18 14:52:26"
"null","72792","10","Iff","? ","2015-09-18 14:52:29"
"38276","4649","8",,,"2015-09-18 14:52:30"
"37198","19249","10",,,"2015-09-18 14:52:50"
"23825","30514","7","Booleans","Ternary Operators","2015-09-18 14:52:52"
"30514","23825","8","Booleans, TextIO.getln(), || means or, && mean and (with comparisons)","Ternary operators, .indexOf","2015-09-18 14:53:07"
"18862","92902","10","operators","none","2015-09-18 14:53:19"
"7982","69310","10","algorithm development","ternary operator","2015-09-18 14:53:28"
"17230","null","8","Substrings, If or else statements",,"2015-09-18 14:53:40"
"86477","92158","7",,,"2015-09-18 14:56:03"
"84247","69931","10","While loop conditions, ternary operator","None","2015-09-18 14:59:22"
"null","84247","5","Everything, especially loop conditions ","Nothing","2015-09-18 15:02:13"
"69931","84247","10","Everything","None","2015-09-18 15:05:24"
"null","76388","3","the idea of Strings","trying to solve a problem using coding ","2015-09-18 15:05:59"
"64773","60585","10",,,"2015-09-18 15:06:36"
"9562","35255","8",,,"2015-09-18 15:07:19"
"4649","38276","6",,,"2015-09-18 15:07:49"
"35255","9562","9",,,"2015-09-18 15:07:56"
"87158","35025","10",,,"2015-09-18 15:12:43"
"20639","20639","9","while and for loops, basic if statements","reading the more complicated lines of code","2015-09-18 15:23:33"
"69310","7982","10",,,"2015-09-18 15:25:28"
"31921","4769","10",,,"2015-09-18 15:26:57"
"92277","67574","8","Loops","ternary syntax","2015-09-18 15:29:18"
"35400","77418","7",,,"2015-09-18 15:30:14"
"21019","49162","10",,,"2015-09-18 16:07:04"
"49162","21019","10",,,"2015-09-18 16:07:29"
"17404","68221","7","breaking down code",,"2015-09-18 16:18:33"
"54462","59389","10",,,"2015-09-18 16:25:56"
"59389","54462","10",,,"2015-09-18 16:30:13"
"77418","35400","10",,,"2015-09-18 16:35:07"
"93062","97313","8","the if nesting is very useful.",,"2015-09-18 17:04:32"
"32573","78155","10",,,"2015-09-18 17:27:36"
"23928","99245","10",,,"2015-09-18 17:45:55"
"99245","23928","10",,,"2015-09-18 17:45:57"
"84931","32930","10",,,"2015-09-18 18:06:41"
"32930","84931","10",,,"2015-09-18 18:07:12"
"14741","92853","10","everything","everything","2015-09-18 18:25:05"
"51530","15937","10","debug the Boolean program",,"2015-09-18 18:58:19"
"12950","37305","10","ternary operator","I cant see why iff would be useful","2015-09-18 19:00:08"
"null","33638","10",,"math.Random()","2015-09-18 19:39:31"
"26740","52750","10",,,"2015-09-18 19:59:55"
"null","36216","10",,,"2015-09-18 20:34:09"
"36216","null","10",,,"2015-09-18 20:57:24"
"51231","16596","5",,,"2015-09-18 21:09:02"
"18703","12742","6",,,"2015-09-18 21:21:49"
"null","1888","10",,,"2015-09-18 22:11:37"
"97313","93062","9","getting more familiar with method usage","nothing","2015-09-18 22:51:06"
"18315","84247","10","While loops","None","2015-09-18 23:59:45"
"84247","18315","10","Loops, ternary operator","None","2015-09-19 00:00:45"
"14415","16141","7",,,"2015-09-19 12:45:54"
"73022","46306","9","loops, booleans",,"2015-09-19 13:55:44"
"14467","95321","6",,,"2015-09-19 14:25:42"
"30651","84808","10",,,"2015-09-19 16:29:19"
"null","74055","10",,,"2015-09-19 19:49:38"
"92158","null","10",,,"2015-09-19 21:43:24"
"46306","73022","8",,,"2015-09-20 13:47:09"
"36891","1001","10",,,"2015-09-20 14:02:43"
"40426","53490","7",,,"2015-09-20 16:54:12"
